task_id,task_type,building,floor,team,priority,scheduled_time,estimated_duration,completion_time,completion_status,task_complexity,concurrent_tasks,resource_availability,was_delayed,on_time_completion,task_missed
TASK-4290,Elevator Maintenance,Building_3,9,Janitorial Team,Low,2023-03-10 09:00:00,2.4683675614701373,2023-03-10 12:40:41.595264,Completed,1.0621022556534903,2,0.9597241468460491,True,False,0
TASK-10411,Electrical Inspection,Building_5,4,Plumbing Team,Low,2023-08-11 12:00:00,1.0662284142891225,2023-08-11 13:03:58.422291,Completed,8.278917977438628,3,0.9292405552560116,False,True,0
TASK-11459,Landscape Maintenance,Building_2,9,Plumbing Team,Medium,2023-09-06 13:00:00,0.8859748053979626,,Missed,6.027368120183644,5,0.9829745315321736,False,False,1
TASK-25471,Pest Control,Building_1,9,Maintenance B,Medium,2024-07-22 16:00:00,1.7918476054630854,2024-07-22 17:47:30.651380,Completed,2.8149595153448166,4,0.8261143882556573,True,False,0
TASK-4995,Elevator Maintenance,Building_4,8,Security Team,Low,2023-03-27 15:00:00,2.4429603610578763,2023-03-27 17:26:34.657300,Completed,2.8300658834505956,1,0.8073511649257319,True,False,0
TASK-17131,Filter Replacement,Building_1,1,Electrical Team,Low,2024-01-05 17:00:00,0.6037733378299506,2024-01-05 17:36:13.584016,Completed,3.945852405506747,0,0.9484434929757554,False,True,0
TASK-10663,Fire System Check,Building_5,5,Maintenance A,Medium,2023-08-17 18:00:00,0.987533564956275,,Missed,9.255710462265291,0,0.8945312398901147,False,False,1
TASK-30466,Safety Inspection,Building_1,3,Janitorial Team,Low,2024-11-18 16:00:00,0.6673077010394004,2024-11-18 16:40:02.307724,Completed,8.817561001759557,0,0.9927532412127466,True,False,0
TASK-17074,Elevator Maintenance,Building_2,10,Electrical Team,Critical,2024-01-04 07:00:00,2.2879687099072386,2024-01-04 09:17:16.687356,Completed,8.052666903146562,3,0.9557490161433297,True,False,0
TASK-24113,Corrective Maintenance,Building_2,10,Security Team,Low,2024-06-15 14:00:00,1.3868878931291757,,Missed,7.352916440250679,7,0.588218675318995,False,False,1
TASK-30134,Equipment Calibration,Building_3,4,Electrical Team,Medium,2024-11-10 11:00:00,1.0666855442853824,,Missed,4.748559977480878,0,0.5249319091086204,False,False,1
TASK-27417,Safety Inspection,Building_2,5,Maintenance A,High,2024-09-09 07:00:00,0.5962304312723258,2024-09-09 08:32:48.334882,Completed,8.840374807407539,0,0.9670065752988461,True,False,0
TASK-30498,Corrective Maintenance,Building_5,2,HVAC Team,High,2024-11-18 18:00:00,0.9507778833876959,2024-11-18 18:57:02.800380,Completed,8.012215200955886,6,0.9927532412127466,False,True,0
TASK-9692,Preventive Maintenance,Building_3,4,Maintenance A,Medium,2023-07-24 08:00:00,1.5173613818723426,2023-07-24 09:31:02.500975,Completed,8.59339240710116,7,0.9746204179053036,True,False,0
TASK-5685,Plumbing Repair,Building_5,2,Janitorial Team,High,2023-04-12 09:00:00,1.6424799769277039,2023-04-12 10:46:07.291956,Completed,1.0333431668980793,3,0.9293471667476977,True,False,0
TASK-23034,Filter Replacement,Building_1,7,Maintenance A,Critical,2024-05-18 14:00:00,0.6559824711856974,2024-05-18 14:39:21.536896,Completed,6.967381049002215,4,0.5053764733452482,False,True,0
TASK-30707,Cleaning,Building_4,4,Security Team,Low,2024-11-22 07:00:00,1.0496341064158583,,Missed,6.804122455171887,3,0.8618988308864134,False,False,1
TASK-29763,HVAC Service,Building_1,7,HVAC Team,Low,2024-11-01 09:00:00,3.33648716483869,,Missed,8.451640486326571,4,0.8904502853414693,False,False,1
TASK-7336,Electrical Inspection,Building_1,1,Plumbing Team,Medium,2023-05-23 14:00:00,0.6699942697181622,2023-05-23 14:40:11.979371,Completed,8.87288588939056,6,0.9270619052063153,True,False,0
TASK-22224,Preventive Maintenance,Building_1,3,Security Team,Medium,2024-04-29 16:00:00,1.9768724410527043,,Missed,6.97701117146311,7,0.8964969095794696,False,False,1
TASK-3525,Plumbing Repair,Building_5,3,Electrical Team,Low,2023-02-22 12:00:00,1.2135259306744406,2023-02-22 14:34:11.213538,Completed,7.74910236395982,7,0.8675784289186921,True,False,0
TASK-12816,Plumbing Repair,Building_4,4,Plumbing Team,High,2023-10-09 14:00:00,1.3603649283358954,2023-10-09 15:21:37.313742,Completed,9.431879954161264,6,0.9185360567729305,False,True,0
TASK-9454,HVAC Service,Building_5,7,Security Team,Low,2023-07-18 16:00:00,1.6243521591482497,,Missed,2.6057270937858625,3,0.8326840026239851,False,False,1
TASK-8095,Elevator Maintenance,Building_3,2,Maintenance B,High,2023-06-12 10:00:00,2.0645072570552467,,Missed,1.7933168547532943,1,0.9801741618962658,False,False,1
TASK-6999,Electrical Inspection,Building_4,6,Electrical Team,Low,2023-05-15 14:00:00,1.6038168009482143,2023-05-15 15:36:13.740483,Completed,1.3969706812283664,7,0.8906774694875402,False,True,0
TASK-4932,Elevator Maintenance,Building_2,3,Maintenance A,Medium,2023-03-25 13:00:00,3.8155691429932626,,Missed,6.339160403640969,2,0.6252573069008543,False,False,1
TASK-3444,Pest Control,Building_4,10,Maintenance B,Medium,2023-02-20 10:00:00,1.1736656612978786,2023-02-20 11:10:25.196381,Completed,2.7815480474405514,4,0.9929788246955631,True,False,0
TASK-14258,HVAC Service,Building_1,2,HVAC Team,Medium,2023-11-10 11:00:00,1.5872340854478577,2023-11-10 12:35:14.042708,Completed,5.0939400369553836,2,0.9384291252419207,True,False,0
TASK-1117,Preventive Maintenance,Building_2,5,Security Team,Critical,2023-01-03 11:00:00,3.327559178645704,,Missed,2.7333912500706736,7,0.9815732260925032,False,False,1
TASK-16431,Plumbing Repair,Building_1,2,Security Team,Low,2023-12-25 15:00:00,0.7493965082766278,,Missed,7.298112378326484,5,0.9493277805234848,False,False,1
TASK-30946,Elevator Maintenance,Building_4,10,Maintenance B,High,2024-11-28 08:00:00,1.564632595163363,2024-11-28 09:33:52.677343,Completed,6.1359628192769895,0,0.8001274453241428,True,False,0
TASK-23761,HVAC Service,Building_2,7,Maintenance B,Low,2024-06-06 16:00:00,2.877238632246371,2024-06-06 18:52:38.059076,Completed,9.045136448237214,4,0.980421894594405,False,True,0
TASK-22713,Cleaning,Building_1,4,Maintenance B,Critical,2024-05-10 17:00:00,1.5868585923557916,2024-05-10 18:35:12.690932,Completed,7.2546309296738976,1,0.8606481937579841,False,True,0
TASK-12957,Landscape Maintenance,Building_1,4,Maintenance B,Low,2023-10-12 08:00:00,1.9657263513386534,2023-10-12 09:57:56.614865,Completed,7.162852225532749,2,0.937556656578247,True,False,0
TASK-26913,Safety Inspection,Building_4,10,Security Team,Low,2024-08-27 12:00:00,1.1887809312917241,,Missed,6.195829509295077,7,0.9275857580903293,False,False,1
TASK-4434,Preventive Maintenance,Building_4,5,Electrical Team,Low,2023-03-14 08:00:00,2.582526613975999,2023-03-14 10:34:57.095810,Completed,3.54894064336682,1,0.9970408429746607,False,True,0
TASK-12057,Cleaning,Building_3,10,Plumbing Team,Low,2023-09-20 07:00:00,1.3459970234966554,,Missed,6.619715519712891,6,0.9205855713642254,False,False,1
TASK-19251,Equipment Calibration,Building_3,10,Maintenance A,Low,2024-02-20 13:00:00,1.8802400024448063,,Missed,3.18692188116686,1,0.9349895794341253,False,False,1
TASK-9185,Cleaning,Building_5,7,Electrical Team,High,2023-07-11 18:00:00,0.9060396675975393,,Missed,9.774840267098629,5,0.8525812373788504,False,False,1
TASK-27062,Cleaning,Building_5,1,Plumbing Team,Low,2024-08-30 11:00:00,1.983332400003364,2024-08-30 13:50:56.777507,Completed,3.4116287892427284,4,0.8616741690237696,True,False,0
TASK-29441,Fire System Check,Building_2,8,Maintenance B,Medium,2024-10-25 18:00:00,1.399200997587057,2024-10-25 19:23:57.123591,Completed,8.729815643578148,6,0.8537888417393721,False,True,0
TASK-23812,Electrical Inspection,Building_2,4,Maintenance B,Low,2024-06-07 14:00:00,1.9742944532094637,,Missed,3.7418418906317656,5,0.9318584494480553,False,False,1
TASK-20030,Cleaning,Building_3,10,Maintenance A,Medium,2024-03-07 12:00:00,1.803930356405432,2024-03-07 15:07:15.386830,Completed,1.2960739623520556,7,0.919721560248945,True,False,0
TASK-31153,Landscape Maintenance,Building_1,4,Maintenance B,Medium,2024-12-03 10:00:00,1.2380122245373992,2024-12-03 11:14:16.844008,Completed,1.7490825655788587,0,0.9280316963804439,False,True,0
TASK-24643,HVAC Service,Building_5,9,HVAC Team,Medium,2024-06-29 10:00:00,3.0550812929810447,2024-06-29 13:03:18.292655,Completed,6.126742929577002,1,0.6485630413412201,True,False,0
TASK-21023,Corrective Maintenance,Building_2,9,Maintenance A,Low,2024-03-30 12:00:00,1.1029623224420815,2024-03-30 13:23:44.630963,Completed,7.474118621723356,1,0.6428765652324364,True,False,0
TASK-21891,HVAC Service,Building_5,10,Plumbing Team,Low,2024-04-20 08:00:00,3.6970287945523483,2024-04-20 12:01:23.841819,Completed,1.1705920518192379,2,0.646797564514966,True,False,0
TASK-15753,Cleaning,Building_5,4,Electrical Team,Medium,2023-12-12 18:00:00,0.7722279884007917,,Missed,2.3094181528034916,3,0.8685091897821087,False,False,1
TASK-7496,Plumbing Repair,Building_3,9,HVAC Team,Medium,2023-05-26 14:00:00,1.639238874364121,,Missed,3.224681466503367,7,0.8538500508766564,False,False,1
TASK-11671,Filter Replacement,Building_5,6,Security Team,Medium,2023-09-12 16:00:00,1.2620337557714376,2023-09-12 17:15:43.321521,Completed,1.4670196058058387,2,0.8566995139812383,True,False,0
TASK-20660,Cleaning,Building_4,8,Electrical Team,Medium,2024-03-22 17:00:00,1.826585197485107,2024-03-22 18:49:35.706711,Completed,7.1928880735840455,3,0.8277333568341892,True,False,0
TASK-23557,Security Check,Building_5,3,Security Team,Critical,2024-05-31 18:00:00,1.2899238026523285,,Missed,8.904765494166808,3,0.917672155966603,False,False,1
TASK-9838,Cleaning,Building_1,4,Janitorial Team,Low,2023-07-27 15:00:00,1.3985459859143836,,Missed,5.568842361834271,1,0.8217542710030701,False,False,1
TASK-21187,Plumbing Repair,Building_3,5,HVAC Team,Medium,2024-04-03 09:00:00,1.7513176440840952,,Missed,4.231219033403146,4,0.8432955942407054,False,False,1
TASK-21045,Corrective Maintenance,Building_4,10,Maintenance A,Low,2024-03-31 15:00:00,1.701788979617274,2024-03-31 16:42:06.440327,Completed,3.1247534443995146,1,0.5255293067760709,True,False,0
TASK-27951,Filter Replacement,Building_3,1,Plumbing Team,Medium,2024-09-20 12:00:00,1.2991626053554453,,Missed,1.0589287657307485,1,0.9604357304117364,False,False,1
TASK-31217,HVAC Service,Building_1,7,Maintenance A,High,2024-12-04 17:00:00,3.3092318796352953,2024-12-04 20:18:33.234767,Completed,6.772622261397779,1,0.9886888069422259,True,False,0
TASK-22457,Plumbing Repair,Building_1,8,HVAC Team,High,2024-05-03 07:00:00,0.6466867529327935,2024-05-03 07:38:48.072311,Completed,2.380863309819304,2,0.9671375360494898,True,False,0
TASK-3292,Electrical Inspection,Building_1,9,Maintenance A,Medium,2023-02-16 10:00:00,0.7670239208322893,,Missed,7.968701060021358,6,0.8376278241612646,False,False,1
TASK-13187,Elevator Maintenance,Building_1,3,Plumbing Team,Low,2023-10-17 13:00:00,2.0055441477135796,2023-10-17 15:00:19.958932,Completed,5.895057099584214,3,0.9680372522748688,True,False,0
TASK-22946,Corrective Maintenance,Building_3,8,HVAC Team,High,2024-05-16 18:00:00,1.9854862742484825,2024-05-16 19:59:07.750587,Completed,3.676299258136991,2,0.9549579208957036,False,True,0
TASK-1179,Fire System Check,Building_2,8,Maintenance A,Low,2023-01-04 11:00:00,0.9530907527521926,2023-01-04 11:57:11.126710,Completed,7.587622608270711,3,0.9736545010816762,True,False,0
TASK-19637,Equipment Calibration,Building_1,5,Security Team,Low,2024-02-28 17:00:00,0.6517250660555995,2024-02-28 17:39:06.210238,Completed,5.572844247067891,1,0.8316130431968077,True,False,0
TASK-9140,Security Check,Building_3,3,Janitorial Team,Low,2023-07-10 17:00:00,0.8060600275677716,,Missed,7.391328554775988,6,0.9120219375718657,False,False,1
TASK-23815,Equipment Calibration,Building_1,10,Maintenance A,Medium,2024-06-07 17:00:00,1.2609980449911466,2024-06-07 18:15:39.592962,Completed,1.0917737194088937,7,0.9318584494480553,True,False,0
TASK-20617,Equipment Calibration,Building_1,4,Plumbing Team,Low,2024-03-21 10:00:00,1.620661487946121,,Missed,3.030174713602814,7,0.8954288550200721,False,False,1
TASK-16215,Equipment Calibration,Building_2,7,Maintenance B,Low,2023-12-21 10:00:00,1.4730462618739606,,Missed,1.0007252733990533,0,0.9275991429735816,False,False,1
TASK-25978,Safety Inspection,Building_2,3,Maintenance A,Low,2024-08-03 12:00:00,1.1043490945787413,,Missed,5.221563207650869,1,0.5751280673239799,False,False,1
TASK-31312,HVAC Service,Building_1,4,Plumbing Team,Medium,2024-12-05 09:00:00,3.7861267827664262,2024-12-05 15:23:37.753839,Completed,2.147049934425168,7,0.9223250769573026,True,False,0
TASK-12562,Electrical Inspection,Building_3,9,Electrical Team,Medium,2023-10-03 13:00:00,0.7676250454231732,2023-10-03 16:40:12.541658,Completed,2.7570755030177865,5,0.9056629909025105,True,False,0
TASK-14187,Equipment Calibration,Building_2,3,HVAC Team,Medium,2023-11-08 11:00:00,1.3275680037748077,2023-11-08 12:19:39.244814,Completed,4.8581497224156385,7,0.8676386397002285,True,False,0
TASK-16919,Safety Inspection,Building_1,7,HVAC Team,Medium,2024-01-02 11:00:00,1.167703210845117,,Missed,1.0430952447023958,5,0.9696759653064763,False,False,1
TASK-28511,Electrical Inspection,Building_4,3,Security Team,Low,2024-10-04 14:00:00,0.6825841114963143,2024-10-04 14:40:57.302801,Completed,4.177883260876988,0,0.8928983663135842,False,True,0
TASK-9625,Security Check,Building_2,6,Maintenance A,High,2023-07-21 12:00:00,1.5368371507142222,,Missed,1.6039658133124413,5,0.8247448734542031,False,False,1
TASK-16489,Plumbing Repair,Building_2,4,Electrical Team,Medium,2023-12-26 16:00:00,0.8534190132670405,,Missed,3.0644806235772646,2,0.9309123748151582,False,False,1
TASK-25865,Cleaning,Building_2,8,Janitorial Team,Medium,2024-07-31 10:00:00,1.3194034361270908,2024-07-31 11:19:09.852370,Completed,3.0645832261601904,0,0.9433418999318081,False,True,0
TASK-28911,Fire System Check,Building_3,1,Janitorial Team,Low,2024-10-14 14:00:00,0.5902094699230953,,Missed,4.516178689844262,3,0.8279495400172113,False,False,1
TASK-3764,Landscape Maintenance,Building_4,9,Maintenance B,Medium,2023-02-27 16:00:00,1.72432123179652,2023-02-27 17:49:17.519608,Completed,3.3747389700126695,1,0.8577953992496065,True,False,0
TASK-8730,Cleaning,Building_4,10,Janitorial Team,Medium,2023-06-28 11:00:00,1.5307945546429378,2023-06-28 12:43:23.435655,Completed,7.550717993992655,3,0.8100056639128705,True,False,0
